artifact_row_index,source_id,city,district,support,tier,address_text
168138,7399270,tanger,achakar,164,SAFE_25,Achakar à Tanger
168165,7402105,casablanca,mandarona,87,SAFE_25,Mandarona à Casablanca
168167,7402353,tanger,iberie,173,SAFE_25,Iberie à Tanger
168172,7402746,sale,sidi hajji,27,SAFE_25,Sidi Hajji à Salé
168175,7403290,casablanca,benjdia,50,SAFE_25,Benjdia à Casablanca
168176,7403377,tanger,du golf,123,SAFE_25,Du Golf à Tanger
168179,7403692,tanger,marjane,165,SAFE_25,Marjane à Tanger
168184,7404409,marrakech,ouasis,16,SAFE_10,Ouasis à Marrakech
168185,7404411,marrakech,ouasis,16,SAFE_10,Ouasis à Marrakech
168186,7404413,marrakech,ouasis,16,SAFE_10,Ouasis à Marrakech
168187,7404415,marrakech,ouasis,16,SAFE_10,Ouasis à Marrakech
168188,7404416,marrakech,ouasis,16,SAFE_10,Ouasis à Marrakech
168189,7404417,marrakech,ouasis,16,SAFE_10,Ouasis à Marrakech
168190,7404418,marrakech,ouasis,16,SAFE_10,Ouasis à Marrakech
168191,7404419,marrakech,ouasis,16,SAFE_10,Ouasis à Marrakech
168192,7404420,marrakech,ouasis,16,SAFE_10,Ouasis à Marrakech
168193,7404422,marrakech,ouasis,16,SAFE_10,Ouasis à Marrakech
168195,7404591,fes,saada,8,SAFE_5,Saada à Fès
168201,7406062,casablanca,oasis,332,SAFE_25,Oasis à Casablanca
168202,7406066,kenitra,la ville haute,69,SAFE_25,La Ville Haute à Kénitra
168203,7406151,marrakech,ouasis,16,SAFE_10,Ouasis à Marrakech
168204,7406180,tanger,de la plage,188,SAFE_25,De La Plage à Tanger
168205,7406193,tanger,de la plage,188,SAFE_25,De La Plage à Tanger
168208,7406557,kenitra,maamora,58,SAFE_25,Maamora à Kénitra
168218,7407422,tanger,sania,64,SAFE_25,Sania à Tanger
168219,7407432,tanger,iberie,173,SAFE_25,Iberie à Tanger
168227,7408222,casablanca,bourgogne est,157,SAFE_25,Bourgogne Est à Casablanca
168229,7408397,casablanca,californie,735,SAFE_25,Californie à Casablanca
168233,7408698,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
168235,7408961,casablanca,fonciere,22,SAFE_10,Foncière à Casablanca
168243,7409416,tetouan,touilaa,10,SAFE_10,Touilaa à Tétouan
168247,7409872,casablanca,lissasfa,104,SAFE_25,Lissasfa à Casablanca
168252,7410127,fes,narjis,23,SAFE_10,Narjis à Fès
168253,7410128,meknes,hay salam,30,SAFE_25,Hay salam à Meknes
168275,7412684,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
168278,7413484,nador,hay el matar,15,SAFE_10,Hay el matar à Nador
168280,7413620,casablanca,casablanca finance city,208,SAFE_25,Casablanca Finance City à Casablanca
168282,7414112,casablanca,bourgogne est,157,SAFE_25,Bourgogne Est à Casablanca
168289,7414945,casablanca,ain diab,457,SAFE_25,Ain Diab à Casablanca
168291,7415129,safi,plateau,3,LOW,Plateau à Safi
168293,7415270,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
168294,7415286,fes,route ain chkaf,51,SAFE_25,Route ain Chkaf à Fès
168308,7416659,casablanca,les princesses,332,SAFE_25,Les princesses à Casablanca
168309,7416765,casablanca,racine,596,SAFE_25,Racine à Casablanca
168312,7417285,casablanca,al qods,132,SAFE_25,Al Qods à Casablanca
168313,7417686,fes,narjis,23,SAFE_10,Narjis à Fès
168317,7418414,casablanca,ain borja,88,SAFE_25,Ain Borja à Casablanca
168323,7418619,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
168327,7418941,casablanca,sidi othmane,42,SAFE_25,Sidi Othmane à Casablanca
168328,7419028,marrakech,agdal,514,SAFE_25,Agdal à Marrakech
168331,7419426,casablanca,val fleury,190,SAFE_25,Val Fleury à Casablanca
168332,7419486,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
168335,7419958,casablanca,les princesses,332,SAFE_25,Les princesses à Casablanca
168345,7421251,casablanca,racine,596,SAFE_25,Racine à Casablanca
168355,7422109,meknes,al bassatine,56,SAFE_25,Al bassatine à Meknes
168356,7422129,casablanca,hay palestine,10,SAFE_10,Hay Palestine à Casablanca
168357,7422560,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
168359,7422880,tanger,de la plage,188,SAFE_25,De La Plage à Tanger
168361,7422952,bouznika,plage oued cherrat,118,SAFE_25,Plage Oued Cherrat à Bouznika
168362,7423074,casablanca,hay albaraka,19,SAFE_10,Hay Albaraka à Casablanca
168363,7423171,marrakech,amerchich,50,SAFE_25,Amerchich à Marrakech
168364,7423494,mohammedia,wafa,25,SAFE_25,Wafa à Mohammedia
168368,7423796,casablanca,les hopitaux,385,SAFE_25,Les Hôpitaux à Casablanca
168369,7423986,bouznika,quartier industriel,31,SAFE_25,Quartier Industriel à Bouznika
168373,7424854,mohammedia,la siesta,62,SAFE_25,La Siesta à Mohammedia
168381,7425570,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
168383,7426090,casablanca,tacharouk hay al walaa,29,SAFE_25,Tacharouk (Hay Al Walaa) à Casablanca
168384,7426116,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
168408,7428967,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
168413,7429359,marrakech,agdal,514,SAFE_25,Agdal à Marrakech
168415,7429943,casablanca,racine,596,SAFE_25,Racine à Casablanca
168423,7431096,tanger,iberie,173,SAFE_25,Iberie à Tanger
168434,7431710,casablanca,les hopitaux,385,SAFE_25,Les Hôpitaux à Casablanca
168435,7431762,tanger,marchan,45,SAFE_25,Marchan à Tanger
168436,7431821,marrakech,mhamid,253,SAFE_25,Mhamid à Marrakech
168438,7431912,marrakech,agdal,514,SAFE_25,Agdal à Marrakech
168441,7432595,rabat,riyad,566,SAFE_25,Riyad à Rabat
168442,7432677,marrakech,agdal,514,SAFE_25,Agdal à Marrakech
168443,7432685,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
168446,7432859,marrakech,hivernage,273,SAFE_25,Hivernage à Marrakech
168456,7433588,marrakech,hivernage,273,SAFE_25,Hivernage à Marrakech
168459,7433743,casablanca,les hopitaux,385,SAFE_25,Les Hôpitaux à Casablanca
168462,7434403,temara,al moustakbal,9,SAFE_5,Al Moustakbal à Temara
168463,7434529,marrakech,route de fez,469,SAFE_25,Route de Fez à Marrakech
168470,7435534,temara,ain atig,11,SAFE_10,Ain Atig à Temara
168471,7435886,tanger,moujahidine,132,SAFE_25,Moujahidine à Tanger
168473,7436048,casablanca,racine extension,51,SAFE_25,Racine Extension à Casablanca
168476,7437049,casablanca,city dar es salaam,12,SAFE_10,City Dar Es Salaam à Casablanca
168479,7437207,casablanca,hay hassani,116,SAFE_25,Hay Hassani à Casablanca
168484,7437954,mohammedia,hay salam,7,SAFE_5,Hay Salam à Mohammedia
168488,7438725,marrakech,camp al ghoul,112,SAFE_25,Camp Al Ghoul à Marrakech
168493,7439356,casablanca,ain diab,457,SAFE_25,Ain Diab à Casablanca
